brand,model,price_usd,ram_gb,storage_gb,camera_mp,battery_mah,display_size_inch,charging_watt,5g_support,os,processor,rating,release_month,year
Vivo,V30 425,537.0,16.0,256.0,50.0,4500.0,6.7,33.0,Yes,Android,Exynos 2400,4.8,November,2025.0
Xiaomi,Mi 13 Ultra 876,171.0,,64.0,48.0,5000.0,,120.0,Yes,Android,Snapdragon 7+ Gen 2,4.8,August,2025.0
Infinix,Zero 30 20,1222.0,,1003.1841163470955,48.0,4000.0,6.4,120.0,ERR,Android,Snapdragon 6 Gen 1,5.0,October,2025.0
ERR,A98 649,350.0,16.0,1024.0,12.0,6000.0,5.7,120.0,No,ERR,Snapdragon 7+ Gen 2,4.2,December,2025.0
Realme,Narzo 70 661,1034.0,12.0,512.0,64.0,5000.0,7.0,18.0,No,Android,Dimensity 9300,3.8,October,2025.0
OnePlus,ERR,1022.0,6.0,,48.0,4500.0,5.9,33.0,No,Android,Snapdragon 6 Gen 1,4.3,January,2025.0
ERR,Poco F6 680,,4.0,64.0,12.0,6000.0,6.0,326.89687489684593,Yes,Android,Helio G99,5.0,November,2025.0
Google,Pixel 9 523,202.0,16.0,256.0,64.0,5000.0,6.0,33.0,No,Android,Helio G99,4.0,April,2025.0
Xiaomi,Poco F6 856,909.0,6.0,256.0,108.0,4000.0,6.7,44.0,Yes,Android,Tensor G4,3.6,March,2025.0
Infinix,Smart 8 114,1100.0,16.0,64.0,64.0,4500.0,6.1,100.0,Yes,Android,A18 Pro,3.6,August,2025.0
Google,Pixel 9 814,373.0,4.0,256.0,12.0,4500.0,6.2,44.0,Yes,Android,Dimensity 9300,3.9,October,2025.0
Vivo,Y200 568,1328.0,16.0,256.0,12.0,6000.0,5.7,18.0,No,Android,Snapdragon 8 Gen 3,4.2,April,2025.0
Infinix,Smart 8 784,1170.0,16.0,64.0,50.0,5500.0,6.6,120.0,Yes,Android,Dimensity 9300,3.8,April,2025.0
Google,Pixel 9 228,726.0,16.0,64.0,48.0,5500.0,,44.0,ERR,Android,Snapdragon 8 Gen 3,14.31514239209311,November,2025.0
Samsung,Galaxy S24 Ultra 502,1368.0,16.0,,50.0,5500.0,5.6,120.0,ERR,Android,Snapdragon 6 Gen 1,4.9,September,2025.0
OnePlus,OnePlus 13 975,1187.0,6.0,128.0,48.0,4500.0,5.6,100.0,No,Android,Exynos 2400,4.4,April,2025.0
OnePlus,Nord 4 277,850.0,8.0,64.0,108.0,4500.0,6.4,33.0,Yes,Android,A18 Pro,4.8,June,2025.0
Realme,C65 704,3561.433490953209,6.0,128.0,,4000.0,6.3,,Yes,Android,A18 Pro,4.7,April,2025.0
Google,Pixel Fold 2 610,1224.0,12.0,64.0,48.0,5000.0,6.0,33.0,No,Android,Snapdragon 8 Gen 3,4.3,September,2025.0
Realme,11 Pro+ 634,629.0,16.0,1024.0,,4000.0,6.8,65.0,No,Android,Dimensity 9300,,ERR,2025.0
Google,Pixel 8 175,1164.0,8.0,128.0,12.0,5500.0,5.9,44.0,No,Android,Tensor G4,3.8,November,2025.0
Oppo,Reno 11 777,178.0,6.0,1024.0,50.0,5000.0,6.3,120.0,Yes,Android,A18 Pro,4.4,January,2025.0
Realme,ERR,110.0,,512.0,50.0,5500.0,5.7,,Yes,Android,Snapdragon 8 Gen 3,4.1,August,2025.0
ERR,Pixel 7a 2,961.0,8.0,256.0,12.0,20447.033748322414,5.9,44.0,Yes,Android,Helio G99,4.0,November,2025.0
OnePlus,OnePlus 13R 423,158.0,16.0,64.0,64.0,5500.0,5.6,65.0,Yes,Android,Dimensity 9300,3.5,November,2025.0
Xiaomi,Poco X6 Pro 796,1164.0,6.0,128.0,200.0,4500.0,5.7,120.0,No,Android,Helio G99,4.8,January,2025.0
ERR,Narzo 70 809,895.0,8.0,64.0,48.0,18864.91464120776,7.0,65.0,No,Android,A18 Pro,4.6,August,5429.071896892885
Xiaomi,Mi 13 Ultra 429,458.0,16.0,512.0,64.0,4500.0,5.8,18.0,No,Android,A18 Pro,3.9,July,2025.0
